Train Iteration: 100%
9044/9044 [3:46:45<00:00, 1.50s/it]
{'avg_chunks': 2.2, 'loss': 2.3472456455230715, 'learning_rate': 1.0199839686005694e-05, 'optimizer_steps': 277}
{'avg_chunks': 2.6, 'loss': 2.2535785913467405, 'learning_rate': 1.0199839686005694e-05, 'optimizer_steps': 277}
{'avg_chunks': 3.6, 'loss': 2.823287582397461, 'learning_rate': 1.0164460045882971e-05, 'optimizer_steps': 278}
{'avg_chunks': 2.4, 'loss': 2.1699044942855834, 'learning_rate': 1.0164460045882971e-05, 'optimizer_steps': 278}
{'avg_chunks': 2.6, 'loss': 2.6182781219482423, 'learning_rate': 1.0164460045882971e-05, 'optimizer_steps': 278}
{'avg_chunks': 3.0, 'loss': 2.6377886295318604, 'learning_rate': 1.0129080405760247e-05, 'optimizer_steps': 279}
{'avg_chunks': 2.4, 'loss': 2.451502275466919, 'learning_rate': 1.0129080405760247e-05, 'optimizer_steps': 279}
{'avg_chunks': 3.6, 'loss': 2.8969339609146116, 'learning_rate': 1.0129080405760247e-05, 'optimizer_steps': 279}
{'avg_chunks': 2.2, 'loss': 2.1588103055953978, 'learning_rate': 1.0093700765637526e-05, 'optimizer_steps': 280}
{'avg_chunks': 2.8, 'loss': 2.515480661392212, 'learning_rate': 1.0093700765637526e-05, 'optimizer_steps': 280}
{'avg_chunks': 2.6, 'loss': 2.6516645908355714, 'learning_rate': 1.0093700765637526e-05, 'optimizer_steps': 280}
{'avg_chunks': 3.4, 'loss': 2.29391233921051, 'learning_rate': 1.0058321125514803e-05, 'optimizer_steps': 281}
{'avg_chunks': 3.0, 'loss': 2.5332668304443358, 'learning_rate': 1.0058321125514803e-05, 'optimizer_steps': 281}
{'avg_chunks': 2.6, 'loss': 2.470954084396362, 'learning_rate': 1.0058321125514803e-05, 'optimizer_steps': 281}
{'avg_chunks': 2.6, 'loss': 2.209654998779297, 'learning_rate': 1.0058321125514803e-05, 'optimizer_steps': 281}
{'avg_chunks': 2.4, 'loss': 2.2480836391448973, 'learning_rate': 1.0022941485392079e-05, 'optimizer_steps': 282}
{'avg_chunks': 2.6, 'loss': 2.4666742086410522, 'learning_rate': 1.0022941485392079e-05, 'optimizer_steps': 282}
{'avg_chunks': 2.8, 'loss': 2.586844778060913, 'learning_rate': 1.0022941485392079e-05, 'optimizer_steps': 282}
{'avg_chunks': 3.0, 'loss': 2.499296045303345, 'learning_rate': 9.987561845269356e-06, 'optimizer_steps': 283}
{'avg_chunks': 2.6, 'loss': 2.614920902252197, 'learning_rate': 9.987561845269356e-06, 'optimizer_steps': 283}
{'avg_chunks': 2.8, 'loss': 2.1920142650604246, 'learning_rate': 9.987561845269356e-06, 'optimizer_steps': 283}
{'avg_chunks': 2.2, 'loss': 2.029186725616455, 'learning_rate': 9.952182205146633e-06, 'optimizer_steps': 284}
{'avg_chunks': 2.6, 'loss': 2.221692967414856, 'learning_rate': 9.952182205146633e-06, 'optimizer_steps': 284}
{'avg_chunks': 2.4, 'loss': 2.3511576652526855, 'learning_rate': 9.952182205146633e-06, 'optimizer_steps': 284}
{'avg_chunks': 3.2, 'loss': 2.586527442932129, 'learning_rate': 9.91680256502391e-06, 'optimizer_steps': 285}
{'avg_chunks': 2.8, 'loss': 2.5218278408050536, 'learning_rate': 9.91680256502391e-06, 'optimizer_steps': 285}
{'avg_chunks': 2.6, 'loss': 2.4453025817871095, 'learning_rate': 9.91680256502391e-06, 'optimizer_steps': 285}
{'avg_chunks': 2.2, 'loss': 2.4133725643157957, 'learning_rate': 9.881422924901186e-06, 'optimizer_steps': 286}
{'avg_chunks': 2.0, 'loss': 2.359302616119385, 'learning_rate': 9.881422924901186e-06, 'optimizer_steps': 286}
{'avg_chunks': 3.0, 'loss': 2.444115924835205, 'learning_rate': 9.881422924901186e-06, 'optimizer_steps': 286}
{'avg_chunks': 3.2, 'loss': 2.8386934280395506, 'learning_rate': 9.881422924901186e-06, 'optimizer_steps': 286}
{'avg_chunks': 3.2, 'loss': 2.828829121589661, 'learning_rate': 9.846043284778463e-06, 'optimizer_steps': 287}
{'avg_chunks': 3.8, 'loss': 2.63784441947937, 'learning_rate': 9.846043284778463e-06, 'optimizer_steps': 287}
{'avg_chunks': 3.2, 'loss': 2.127164673805237, 'learning_rate': 9.846043284778463e-06, 'optimizer_steps': 287}
{'avg_chunks': 2.6, 'loss': 2.4677603244781494, 'learning_rate': 9.81066364465574e-06, 'optimizer_steps': 288}
{'avg_chunks': 2.6, 'loss': 2.5098567485809324, 'learning_rate': 9.81066364465574e-06, 'optimizer_steps': 288}
{'avg_chunks': 2.8, 'loss': 2.4848240852355956, 'learning_rate': 9.81066364465574e-06, 'optimizer_steps': 288}
{'avg_chunks': 3.8, 'loss': 2.536445426940918, 'learning_rate': 9.775284004533018e-06, 'optimizer_steps': 289}
{'avg_chunks': 2.4, 'loss': 2.513899803161621, 'learning_rate': 9.775284004533018e-06, 'optimizer_steps': 289}
{'avg_chunks': 2.4, 'loss': 2.6396997928619386, 'learning_rate': 9.775284004533018e-06, 'optimizer_steps': 289}
{'avg_chunks': 3.4, 'loss': 2.423091173171997, 'learning_rate': 9.739904364410295e-06, 'optimizer_steps': 290}
{'avg_chunks': 2.0, 'loss': 2.5854897499084473, 'learning_rate': 9.739904364410295e-06, 'optimizer_steps': 290}
{'avg_chunks': 2.8, 'loss': 2.2423832416534424, 'learning_rate': 9.739904364410295e-06, 'optimizer_steps': 290}
{'avg_chunks': 4.2, 'loss': 2.2303754091262817, 'learning_rate': 9.70452472428757e-06, 'optimizer_steps': 291}
{'avg_chunks': 3.0, 'loss': 2.1280323028564454, 'learning_rate': 9.70452472428757e-06, 'optimizer_steps': 291}
{'avg_chunks': 2.4, 'loss': 1.990598940849304, 'learning_rate': 9.70452472428757e-06, 'optimizer_steps': 291}
{'avg_chunks': 2.8, 'loss': 2.350118803977966, 'learning_rate': 9.70452472428757e-06, 'optimizer_steps': 291}
{'avg_chunks': 2.8, 'loss': 2.827448272705078, 'learning_rate': 9.669145084164848e-06, 'optimizer_steps': 292}
{'avg_chunks': 2.4, 'loss': 2.111956071853638, 'learning_rate': 9.669145084164848e-06, 'optimizer_steps': 292}
{'avg_chunks': 3.2, 'loss': 2.5404961109161377, 'learning_rate': 9.669145084164848e-06, 'optimizer_steps': 292}
{'avg_chunks': 2.4, 'loss': 2.5836390018463136, 'learning_rate': 9.633765444042125e-06, 'optimizer_steps': 293}
{'avg_chunks': 2.8, 'loss': 2.4573176383972166, 'learning_rate': 9.633765444042125e-06, 'optimizer_steps': 293}
{'avg_chunks': 3.0, 'loss': 2.6290359497070312, 'learning_rate': 9.633765444042125e-06, 'optimizer_steps': 293}
{'avg_chunks': 3.0, 'loss': 2.320383882522583, 'learning_rate': 9.5983858039194e-06, 'optimizer_steps': 294}
{'avg_chunks': 4.0, 'loss': 2.318663311004639, 'learning_rate': 9.5983858039194e-06, 'optimizer_steps': 294}
{'avg_chunks': 2.8, 'loss': 2.08176052570343, 'learning_rate': 9.5983858039194e-06, 'optimizer_steps': 294}
{'avg_chunks': 2.4, 'loss': 2.241216945648193, 'learning_rate': 9.563006163796678e-06, 'optimizer_steps': 295}
{'avg_chunks': 2.8, 'loss': 2.5477763652801513, 'learning_rate': 9.563006163796678e-06, 'optimizer_steps': 295}
{'avg_chunks': 3.0, 'loss': 2.3380526065826417, 'learning_rate': 9.563006163796678e-06, 'optimizer_steps': 295}
{'avg_chunks': 3.4, 'loss': 2.455152726173401, 'learning_rate': 9.527626523673955e-06, 'optimizer_steps': 296}
{'avg_chunks': 4.2, 'loss': 2.8311548709869383, 'learning_rate': 9.527626523673955e-06, 'optimizer_steps': 296}
{'avg_chunks': 3.4, 'loss': 2.4510486125946045, 'learning_rate': 9.527626523673955e-06, 'optimizer_steps': 296}
{'avg_chunks': 3.0, 'loss': 2.665923023223877, 'learning_rate': 9.527626523673955e-06, 'optimizer_steps': 296}
{'avg_chunks': 3.4, 'loss': 2.4699751853942873, 'learning_rate': 9.492246883551232e-06, 'optimizer_steps': 297}
{'avg_chunks': 2.6, 'loss': 2.691591811180115, 'learning_rate': 9.492246883551232e-06, 'optimizer_steps': 297}
{'avg_chunks': 2.6, 'loss': 2.2442958116531373, 'learning_rate': 9.492246883551232e-06, 'optimizer_steps': 297}
{'avg_chunks': 4.0, 'loss': 2.7837299346923827, 'learning_rate': 9.45686724342851e-06, 'optimizer_steps': 298}
{'avg_chunks': 2.6, 'loss': 2.563129186630249, 'learning_rate': 9.45686724342851e-06, 'optimizer_steps': 298}
{'avg_chunks': 4.0, 'loss': 2.5116718292236326, 'learning_rate': 9.45686724342851e-06, 'optimizer_steps': 298}
{'avg_chunks': 2.8, 'loss': 2.641012120246887, 'learning_rate': 9.421487603305785e-06, 'optimizer_steps': 299}
{'avg_chunks': 3.4, 'loss': 2.1743296146392823, 'learning_rate': 9.421487603305785e-06, 'optimizer_steps': 299}
{'avg_chunks': 2.8, 'loss': 2.613890361785889, 'learning_rate': 9.421487603305785e-06, 'optimizer_steps': 299}
{'avg_chunks': 2.2, 'loss': 2.215014123916626, 'learning_rate': 9.386107963183062e-06, 'optimizer_steps': 300}
{'avg_chunks': 3.6, 'loss': 2.863936758041382, 'learning_rate': 9.386107963183062e-06, 'optimizer_steps': 300}
{'avg_chunks': 3.8, 'loss': 2.4803059577941893, 'learning_rate': 9.386107963183062e-06, 'optimizer_steps': 300}
{'avg_chunks': 2.4, 'loss': 2.264011859893799, 'learning_rate': 9.35072832306034e-06, 'optimizer_steps': 301}
{'avg_chunks': 3.0, 'loss': 2.5799885272979735, 'learning_rate': 9.35072832306034e-06, 'optimizer_steps': 301}
{'avg_chunks': 2.2, 'loss': 2.2294176816940308, 'learning_rate': 9.35072832306034e-06, 'optimizer_steps': 301}
{'avg_chunks': 2.2, 'loss': 2.3474929332733154, 'learning_rate': 9.35072832306034e-06, 'optimizer_steps': 301}
{'avg_chunks': 3.4, 'loss': 2.6840607643127443, 'learning_rate': 9.315348682937615e-06, 'optimizer_steps': 302}
{'avg_chunks': 2.8, 'loss': 2.4585150241851808, 'learning_rate': 9.315348682937615e-06, 'optimizer_steps': 302}
{'avg_chunks': 3.8, 'loss': 2.3688403367996216, 'learning_rate': 9.315348682937615e-06, 'optimizer_steps': 302}
{'avg_chunks': 3.2, 'loss': 2.2057392835617065, 'learning_rate': 9.279969042814894e-06, 'optimizer_steps': 303}
{'avg_chunks': 3.2, 'loss': 2.5047085762023924, 'learning_rate': 9.279969042814894e-06, 'optimizer_steps': 303}
{'avg_chunks': 2.6, 'loss': 2.5372669219970705, 'learning_rate': 9.279969042814894e-06, 'optimizer_steps': 303}
{'avg_chunks': 3.4, 'loss': 2.8706009864807127, 'learning_rate': 9.24458940269217e-06, 'optimizer_steps': 304}
{'avg_chunks': 3.2, 'loss': 2.423685598373413, 'learning_rate': 9.24458940269217e-06, 'optimizer_steps': 304}
{'avg_chunks': 2.6, 'loss': 2.578335666656494, 'learning_rate': 9.24458940269217e-06, 'optimizer_steps': 304}
{'avg_chunks': 2.6, 'loss': 2.5426320314407347, 'learning_rate': 9.209209762569447e-06, 'optimizer_steps': 305}
{'avg_chunks': 2.6, 'loss': 2.253256630897522, 'learning_rate': 9.209209762569447e-06, 'optimizer_steps': 305}
{'avg_chunks': 2.2, 'loss': 2.5257333517074585, 'learning_rate': 9.209209762569447e-06, 'optimizer_steps': 305}
{'avg_chunks': 3.4, 'loss': 2.2146645069122313, 'learning_rate': 9.173830122446724e-06, 'optimizer_steps': 306}
{'avg_chunks': 2.8, 'loss': 2.2503924131393434, 'learning_rate': 9.173830122446724e-06, 'optimizer_steps': 306}
{'avg_chunks': 3.0, 'loss': 2.282492733001709, 'learning_rate': 9.173830122446724e-06, 'optimizer_steps': 306}
{'avg_chunks': 2.0, 'loss': 2.3283857107162476, 'learning_rate': 9.173830122446724e-06, 'optimizer_steps': 306}
{'avg_chunks': 3.2, 'loss': 2.52995126247406, 'learning_rate': 9.138450482324e-06, 'optimizer_steps': 307}
{'avg_chunks': 3.8, 'loss': 2.4333999156951904, 'learning_rate': 9.138450482324e-06, 'optimizer_steps': 307}
{'avg_chunks': 3.0, 'loss': 2.2946067571640016, 'learning_rate': 9.138450482324e-06, 'optimizer_steps': 307}
{'avg_chunks': 3.2, 'loss': 2.340106177330017, 'learning_rate': 9.103070842201279e-06, 'optimizer_steps': 308}
{'avg_chunks': 2.0, 'loss': 2.092687392234802, 'learning_rate': 9.103070842201279e-06, 'optimizer_steps': 308}
{'avg_chunks': 2.6, 'loss': 2.4794348239898683, 'learning_rate': 9.103070842201279e-06, 'optimizer_steps': 308}
{'avg_chunks': 2.2, 'loss': 2.4693713188171387, 'learning_rate': 9.067691202078554e-06, 'optimizer_steps': 309}
{'avg_chunks': 4.0, 'loss': 2.7592851638793947, 'learning_rate': 9.067691202078554e-06, 'optimizer_steps': 309}
{'avg_chunks': 3.2, 'loss': 2.5327117443084717, 'learning_rate': 9.067691202078554e-06, 'optimizer_steps': 309}
{'avg_chunks': 3.6, 'loss': 2.620691013336182, 'learning_rate': 9.032311561955832e-06, 'optimizer_steps': 310}
{'avg_chunks': 4.4, 'loss': 2.3349196195602415, 'learning_rate': 9.032311561955832e-06, 'optimizer_steps': 310}
{'avg_chunks': 2.8, 'loss': 2.8076496601104735, 'learning_rate': 9.032311561955832e-06, 'optimizer_steps': 310}
{'avg_chunks': 3.0, 'loss': 2.412517213821411, 'learning_rate': 8.996931921833109e-06, 'optimizer_steps': 311}
{'avg_chunks': 3.4, 'loss': 2.5208019733428957, 'learning_rate': 8.996931921833109e-06, 'optimizer_steps': 311}
{'avg_chunks': 2.4, 'loss': 2.3416114330291746, 'learning_rate': 8.996931921833109e-06, 'optimizer_steps': 311}
{'avg_chunks': 4.8, 'loss': 2.350760245323181, 'learning_rate': 8.996931921833109e-06, 'optimizer_steps': 311}
{'avg_chunks': 3.2, 'loss': 2.529039430618286, 'learning_rate': 8.961552281710384e-06, 'optimizer_steps': 312}
{'avg_chunks': 2.4, 'loss': 2.1396785974502563, 'learning_rate': 8.961552281710384e-06, 'optimizer_steps': 312}
{'avg_chunks': 2.6, 'loss': 2.4613775253295898, 'learning_rate': 8.961552281710384e-06, 'optimizer_steps': 312}
{'avg_chunks': 2.4, 'loss': 2.129123830795288, 'learning_rate': 8.926172641587663e-06, 'optimizer_steps': 313}
{'avg_chunks': 2.8, 'loss': 2.6359293460845947, 'learning_rate': 8.926172641587663e-06, 'optimizer_steps': 313}
{'avg_chunks': 3.4, 'loss': 2.5681633710861207, 'learning_rate': 8.926172641587663e-06, 'optimizer_steps': 313}
{'avg_chunks': 3.0, 'loss': 2.251111602783203, 'learning_rate': 8.890793001464939e-06, 'optimizer_steps': 314}
{'avg_chunks': 2.8, 'loss': 2.4810012102127077, 'learning_rate': 8.890793001464939e-06, 'optimizer_steps': 314}
{'avg_chunks': 3.2, 'loss': 2.7175235748291016, 'learning_rate': 8.890793001464939e-06, 'optimizer_steps': 314}
{'avg_chunks': 3.2, 'loss': 2.840353488922119, 'learning_rate': 8.855413361342216e-06, 'optimizer_steps': 315}
{'avg_chunks': 2.6, 'loss': 2.4887638092041016, 'learning_rate': 8.855413361342216e-06, 'optimizer_steps': 315}
{'avg_chunks': 2.8, 'loss': 2.3837563514709474, 'learning_rate': 8.855413361342216e-06, 'optimizer_steps': 315}
{'avg_chunks': 2.6, 'loss': 2.4824656009674073, 'learning_rate': 8.820033721219493e-06, 'optimizer_steps': 316}
{'avg_chunks': 2.6, 'loss': 2.52819561958313, 'learning_rate': 8.820033721219493e-06, 'optimizer_steps': 316}
{'avg_chunks': 2.8, 'loss': 2.3055546998977663, 'learning_rate': 8.820033721219493e-06, 'optimizer_steps': 316}
{'avg_chunks': 2.8, 'loss': 2.3113870859146117, 'learning_rate': 8.820033721219493e-06, 'optimizer_steps': 316}
{'avg_chunks': 3.2, 'loss': 2.609860730171204, 'learning_rate': 8.784654081096769e-06, 'optimizer_steps': 317}
{'avg_chunks': 3.2, 'loss': 2.587342119216919, 'learning_rate': 8.784654081096769e-06, 'optimizer_steps': 317}
{'avg_chunks': 2.6, 'loss': 2.058678221702576, 'learning_rate': 8.784654081096769e-06, 'optimizer_steps': 317}
{'avg_chunks': 2.6, 'loss': 2.4146478176116943, 'learning_rate': 8.749274440974046e-06, 'optimizer_steps': 318}
{'avg_chunks': 2.2, 'loss': 2.370675039291382, 'learning_rate': 8.749274440974046e-06, 'optimizer_steps': 318}
{'avg_chunks': 2.2, 'loss': 2.1786917448043823, 'learning_rate': 8.749274440974046e-06, 'optimizer_steps': 318}
{'avg_chunks': 3.6, 'loss': 2.5541260480880736, 'learning_rate': 8.713894800851323e-06, 'optimizer_steps': 319}
{'avg_chunks': 2.6, 'loss': 2.2208556652069094, 'learning_rate': 8.713894800851323e-06, 'optimizer_steps': 319}
{'avg_chunks': 3.2, 'loss': 2.535856008529663, 'learning_rate': 8.713894800851323e-06, 'optimizer_steps': 319}
{'avg_chunks': 2.6, 'loss': 2.178888463973999, 'learning_rate': 8.6785151607286e-06, 'optimizer_steps': 320}
{'avg_chunks': 2.4, 'loss': 2.3682740926742554, 'learning_rate': 8.6785151607286e-06, 'optimizer_steps': 320}
{'avg_chunks': 2.6, 'loss': 2.36801962852478, 'learning_rate': 8.6785151607286e-06, 'optimizer_steps': 320}
{'avg_chunks': 3.8, 'loss': 2.745578718185425, 'learning_rate': 8.643135520605878e-06, 'optimizer_steps': 321}
{'avg_chunks': 2.2, 'loss': 2.4832638263702393, 'learning_rate': 8.643135520605878e-06, 'optimizer_steps': 321}
{'avg_chunks': 2.4, 'loss': 2.252019238471985, 'learning_rate': 8.643135520605878e-06, 'optimizer_steps': 321}
{'avg_chunks': 2.4, 'loss': 2.5200186252593992, 'learning_rate': 8.643135520605878e-06, 'optimizer_steps': 321}
{'avg_chunks': 2.8, 'loss': 2.4659193992614745, 'learning_rate': 8.607755880483154e-06, 'optimizer_steps': 322}
{'avg_chunks': 2.8, 'loss': 2.3104766845703124, 'learning_rate': 8.607755880483154e-06, 'optimizer_steps': 322}
{'avg_chunks': 2.4, 'loss': 2.191666316986084, 'learning_rate': 8.607755880483154e-06, 'optimizer_steps': 322}
{'avg_chunks': 3.0, 'loss': 2.551499032974243, 'learning_rate': 8.57237624036043e-06, 'optimizer_steps': 323}
{'avg_chunks': 2.2, 'loss': 2.3214744091033936, 'learning_rate': 8.57237624036043e-06, 'optimizer_steps': 323}
{'avg_chunks': 3.8, 'loss': 2.884757947921753, 'learning_rate': 8.57237624036043e-06, 'optimizer_steps': 323}
{'avg_chunks': 2.4, 'loss': 2.2816569328308107, 'learning_rate': 8.536996600237708e-06, 'optimizer_steps': 324}
{'avg_chunks': 3.6, 'loss': 2.7503570079803468, 'learning_rate': 8.536996600237708e-06, 'optimizer_steps': 324}
{'avg_chunks': 4.0, 'loss': 2.784090280532837, 'learning_rate': 8.536996600237708e-06, 'optimizer_steps': 324}
{'avg_chunks': 2.4, 'loss': 2.312303590774536, 'learning_rate': 8.501616960114985e-06, 'optimizer_steps': 325}
{'avg_chunks': 3.6, 'loss': 2.617591118812561, 'learning_rate': 8.501616960114985e-06, 'optimizer_steps': 325}
{'avg_chunks': 2.6, 'loss': 2.3908051013946534, 'learning_rate': 8.501616960114985e-06, 'optimizer_steps': 325}
{'avg_chunks': 3.0, 'loss': 2.8660915374755858, 'learning_rate': 8.466237319992261e-06, 'optimizer_steps': 326}
{'avg_chunks': 2.4, 'loss': 2.6658474445343017, 'learning_rate': 8.466237319992261e-06, 'optimizer_steps': 326}
{'avg_chunks': 3.2, 'loss': 2.4215719223022463, 'learning_rate': 8.466237319992261e-06, 'optimizer_steps': 326}
{'avg_chunks': 2.8, 'loss': 2.2609336376190186, 'learning_rate': 8.466237319992261e-06, 'optimizer_steps': 326}
{'avg_chunks': 2.4, 'loss': 2.2203372001647947, 'learning_rate': 8.430857679869538e-06, 'optimizer_steps': 327}
{'avg_chunks': 2.0, 'loss': 2.2070199728012083, 'learning_rate': 8.430857679869538e-06, 'optimizer_steps': 327}
{'avg_chunks': 3.2, 'loss': 2.4309531450271606, 'learning_rate': 8.430857679869538e-06, 'optimizer_steps': 327}
{'avg_chunks': 3.2, 'loss': 2.321775221824646, 'learning_rate': 8.395478039746815e-06, 'optimizer_steps': 328}
{'avg_chunks': 2.2, 'loss': 2.1941949129104614, 'learning_rate': 8.395478039746815e-06, 'optimizer_steps': 328}
{'avg_chunks': 4.2, 'loss': 2.786204433441162, 'learning_rate': 8.395478039746815e-06, 'optimizer_steps': 328}
{'avg_chunks': 2.4, 'loss': 2.02526650428772, 'learning_rate': 8.360098399624093e-06, 'optimizer_steps': 329}
{'avg_chunks': 3.0, 'loss': 2.2895729541778564, 'learning_rate': 8.360098399624093e-06, 'optimizer_steps': 329}
{'avg_chunks': 2.4, 'loss': 2.389371728897095, 'learning_rate': 8.360098399624093e-06, 'optimizer_steps': 329}
{'avg_chunks': 2.4, 'loss': 2.4716935634613035, 'learning_rate': 8.324718759501368e-06, 'optimizer_steps': 330}
{'avg_chunks': 3.6, 'loss': 2.4606215238571165, 'learning_rate': 8.324718759501368e-06, 'optimizer_steps': 330}
{'avg_chunks': 3.6, 'loss': 2.774912691116333, 'learning_rate': 8.324718759501368e-06, 'optimizer_steps': 330}
{'avg_chunks': 3.2, 'loss': 2.033296012878418, 'learning_rate': 8.289339119378645e-06, 'optimizer_steps': 331}
{'avg_chunks': 2.8, 'loss': 2.4797411918640138, 'learning_rate': 8.289339119378645e-06, 'optimizer_steps': 331}
{'avg_chunks': 3.6, 'loss': 2.839289331436157, 'learning_rate': 8.289339119378645e-06, 'optimizer_steps': 331}
{'avg_chunks': 3.2, 'loss': 2.661943483352661, 'learning_rate': 8.289339119378645e-06, 'optimizer_steps': 331}
{'avg_chunks': 3.0, 'loss': 2.5698235511779783, 'learning_rate': 8.253959479255923e-06, 'optimizer_steps': 332}
{'avg_chunks': 2.2, 'loss': 2.1083702564239504, 'learning_rate': 8.253959479255923e-06, 'optimizer_steps': 332}
{'avg_chunks': 3.4, 'loss': 2.3140995025634767, 'learning_rate': 8.253959479255923e-06, 'optimizer_steps': 332}
{'avg_chunks': 3.4, 'loss': 2.439579200744629, 'learning_rate': 8.2185798391332e-06, 'optimizer_steps': 333}
{'avg_chunks': 3.8, 'loss': 2.7187185764312742, 'learning_rate': 8.2185798391332e-06, 'optimizer_steps': 333}
{'avg_chunks': 3.2, 'loss': 2.19254310131073, 'learning_rate': 8.2185798391332e-06, 'optimizer_steps': 333}
{'avg_chunks': 2.2, 'loss': 2.4403779983520506, 'learning_rate': 8.183200199010476e-06, 'optimizer_steps': 334}
{'avg_chunks': 2.2, 'loss': 2.25244083404541, 'learning_rate': 8.183200199010476e-06, 'optimizer_steps': 334}
{'avg_chunks': 2.6, 'loss': 2.4855837345123293, 'learning_rate': 8.183200199010476e-06, 'optimizer_steps': 334}
{'avg_chunks': 3.0, 'loss': 2.7238349437713625, 'learning_rate': 8.147820558887753e-06, 'optimizer_steps': 335}
{'avg_chunks': 3.8, 'loss': 2.4045241832733155, 'learning_rate': 8.147820558887753e-06, 'optimizer_steps': 335}
{'avg_chunks': 2.6, 'loss': 2.6289340972900392, 'learning_rate': 8.147820558887753e-06, 'optimizer_steps': 335}
{'avg_chunks': 3.2, 'loss': 2.3261855125427244, 'learning_rate': 8.11244091876503e-06, 'optimizer_steps': 336}
{'avg_chunks': 2.8, 'loss': 2.4929155349731444, 'learning_rate': 8.11244091876503e-06, 'optimizer_steps': 336}
{'avg_chunks': 2.6, 'loss': 2.190015125274658, 'learning_rate': 8.11244091876503e-06, 'optimizer_steps': 336}
{'avg_chunks': 2.4, 'loss': 2.360053563117981, 'learning_rate': 8.11244091876503e-06, 'optimizer_steps': 336}
{'avg_chunks': 2.8, 'loss': 2.5157777309417724, 'learning_rate': 8.077061278642307e-06, 'optimizer_steps': 337}
{'avg_chunks': 2.6, 'loss': 2.6496279716491697, 'learning_rate': 8.077061278642307e-06, 'optimizer_steps': 337}
{'avg_chunks': 2.0, 'loss': 2.474556541442871, 'learning_rate': 8.077061278642307e-06, 'optimizer_steps': 337}
{'avg_chunks': 2.4, 'loss': 2.243116545677185, 'learning_rate': 8.041681638519585e-06, 'optimizer_steps': 338}
{'avg_chunks': 3.2, 'loss': 2.397797203063965, 'learning_rate': 8.041681638519585e-06, 'optimizer_steps': 338}
{'avg_chunks': 3.2, 'loss': 2.596226167678833, 'learning_rate': 8.041681638519585e-06, 'optimizer_steps': 338}
{'avg_chunks': 3.0, 'loss': 2.4387824058532717, 'learning_rate': 8.00630199839686e-06, 'optimizer_steps': 339}
{'avg_chunks': 3.4, 'loss': 2.551823449134827, 'learning_rate': 8.00630199839686e-06, 'optimizer_steps': 339}
{'avg_chunks': 3.4, 'loss': 2.0629137992858886, 'learning_rate': 8.00630199839686e-06, 'optimizer_steps': 339}
{'avg_chunks': 2.4, 'loss': 2.6104228019714357, 'learning_rate': 7.970922358274137e-06, 'optimizer_steps': 340}
{'avg_chunks': 2.6, 'loss': 2.497518754005432, 'learning_rate': 7.970922358274137e-06, 'optimizer_steps': 340}
{'avg_chunks': 2.4, 'loss': 2.3020591020584105, 'learning_rate': 7.970922358274137e-06, 'optimizer_steps': 340}
{'avg_chunks': 1.8, 'loss': 2.422892379760742, 'learning_rate': 7.935542718151415e-06, 'optimizer_steps': 341}
{'avg_chunks': 2.2, 'loss': 2.2441524028778077, 'learning_rate': 7.935542718151415e-06, 'optimizer_steps': 341}
{'avg_chunks': 2.2, 'loss': 2.1498902559280397, 'learning_rate': 7.935542718151415e-06, 'optimizer_steps': 341}
{'avg_chunks': 2.8, 'loss': 1.9954740285873414, 'learning_rate': 7.935542718151415e-06, 'optimizer_steps': 341}
{'avg_chunks': 2.4, 'loss': 2.238191819190979, 'learning_rate': 7.90016307802869e-06, 'optimizer_steps': 342}
{'avg_chunks': 3.0, 'loss': 2.3872530460357666, 'learning_rate': 7.90016307802869e-06, 'optimizer_steps': 342}
{'avg_chunks': 3.0, 'loss': 2.4811574935913088, 'learning_rate': 7.90016307802869e-06, 'optimizer_steps': 342}
{'avg_chunks': 3.2, 'loss': 2.430549454689026, 'learning_rate': 7.864783437905969e-06, 'optimizer_steps': 343}
{'avg_chunks': 2.8, 'loss': 2.450215721130371, 'learning_rate': 7.864783437905969e-06, 'optimizer_steps': 343}
{'avg_chunks': 3.0, 'loss': 2.5094857692718504, 'learning_rate': 7.864783437905969e-06, 'optimizer_steps': 343}
{'avg_chunks': 2.8, 'loss': 2.3376848220825197, 'learning_rate': 7.829403797783245e-06, 'optimizer_steps': 344}
{'avg_chunks': 4.8, 'loss': 2.7591361522674562, 'learning_rate': 7.829403797783245e-06, 'optimizer_steps': 344}
{'avg_chunks': 3.0, 'loss': 2.5707786083221436, 'learning_rate': 7.829403797783245e-06, 'optimizer_steps': 344}
{'avg_chunks': 2.2, 'loss': 2.351041841506958, 'learning_rate': 7.794024157660522e-06, 'optimizer_steps': 345}
{'avg_chunks': 4.4, 'loss': 2.4266783237457275, 'learning_rate': 7.794024157660522e-06, 'optimizer_steps': 345}
{'avg_chunks': 3.0, 'loss': 2.464236879348755, 'learning_rate': 7.794024157660522e-06, 'optimizer_steps': 345}
{'avg_chunks': 3.4, 'loss': 2.722702693939209, 'learning_rate': 7.7586445175378e-06, 'optimizer_steps': 346}
{'avg_chunks': 2.2, 'loss': 2.2166438579559324, 'learning_rate': 7.7586445175378e-06, 'optimizer_steps': 346}
{'avg_chunks': 2.8, 'loss': 2.707530307769775, 'learning_rate': 7.7586445175378e-06, 'optimizer_steps': 346}
