Train Iteration: 100%
9019/9019 [3:51:53<00:00, 1.54s/it]
{'avg_chunks': 2.0, 'loss': 2.2080102443695067, 'learning_rate': 1.020815432800244e-05, 'optimizer_steps': 276}
{'avg_chunks': 3.2, 'loss': 2.347263765335083, 'learning_rate': 1.020815432800244e-05, 'optimizer_steps': 276}
{'avg_chunks': 2.0, 'loss': 2.0754082441329955, 'learning_rate': 1.020815432800244e-05, 'optimizer_steps': 276}
{'avg_chunks': 3.4, 'loss': 2.4385935783386232, 'learning_rate': 1.0172676626292303e-05, 'optimizer_steps': 277}
{'avg_chunks': 2.0, 'loss': 2.330984020233154, 'learning_rate': 1.0172676626292303e-05, 'optimizer_steps': 277}
{'avg_chunks': 2.8, 'loss': 2.0866654396057127, 'learning_rate': 1.0172676626292303e-05, 'optimizer_steps': 277}
{'avg_chunks': 2.8, 'loss': 2.272166633605957, 'learning_rate': 1.0137198924582167e-05, 'optimizer_steps': 278}
{'avg_chunks': 3.2, 'loss': 2.5147282600402834, 'learning_rate': 1.0137198924582167e-05, 'optimizer_steps': 278}
{'avg_chunks': 2.4, 'loss': 2.7301112174987794, 'learning_rate': 1.0137198924582167e-05, 'optimizer_steps': 278}
{'avg_chunks': 2.4, 'loss': 2.286557745933533, 'learning_rate': 1.0101721222872032e-05, 'optimizer_steps': 279}
{'avg_chunks': 2.4, 'loss': 2.1918801784515383, 'learning_rate': 1.0101721222872032e-05, 'optimizer_steps': 279}
{'avg_chunks': 3.6, 'loss': 2.30293550491333, 'learning_rate': 1.0101721222872032e-05, 'optimizer_steps': 279}
{'avg_chunks': 2.6, 'loss': 2.3721391201019286, 'learning_rate': 1.0066243521161896e-05, 'optimizer_steps': 280}
{'avg_chunks': 2.8, 'loss': 2.0260570287704467, 'learning_rate': 1.0066243521161896e-05, 'optimizer_steps': 280}
{'avg_chunks': 3.4, 'loss': 2.2973858594894407, 'learning_rate': 1.0066243521161896e-05, 'optimizer_steps': 280}
{'avg_chunks': 2.6, 'loss': 2.3721638917922974, 'learning_rate': 1.003076581945176e-05, 'optimizer_steps': 281}
{'avg_chunks': 3.6, 'loss': 2.2515958309173585, 'learning_rate': 1.003076581945176e-05, 'optimizer_steps': 281}
{'avg_chunks': 3.6, 'loss': 2.45374915599823, 'learning_rate': 1.003076581945176e-05, 'optimizer_steps': 281}
{'avg_chunks': 3.8, 'loss': 2.5152127265930178, 'learning_rate': 1.003076581945176e-05, 'optimizer_steps': 281}
{'avg_chunks': 2.4, 'loss': 2.2576592206954955, 'learning_rate': 9.995288117741625e-06, 'optimizer_steps': 282}
{'avg_chunks': 3.2, 'loss': 2.481103944778442, 'learning_rate': 9.995288117741625e-06, 'optimizer_steps': 282}
{'avg_chunks': 2.6, 'loss': 2.125161957740784, 'learning_rate': 9.995288117741625e-06, 'optimizer_steps': 282}
{'avg_chunks': 2.8, 'loss': 2.4182672023773195, 'learning_rate': 9.959810416031487e-06, 'optimizer_steps': 283}
{'avg_chunks': 2.4, 'loss': 2.4918554067611693, 'learning_rate': 9.959810416031487e-06, 'optimizer_steps': 283}
{'avg_chunks': 4.0, 'loss': 2.5139809131622313, 'learning_rate': 9.959810416031487e-06, 'optimizer_steps': 283}
{'avg_chunks': 3.0, 'loss': 2.4521655082702636, 'learning_rate': 9.924332714321351e-06, 'optimizer_steps': 284}
{'avg_chunks': 3.4, 'loss': 2.824846696853638, 'learning_rate': 9.924332714321351e-06, 'optimizer_steps': 284}
{'avg_chunks': 3.4, 'loss': 2.366096353530884, 'learning_rate': 9.924332714321351e-06, 'optimizer_steps': 284}
{'avg_chunks': 2.0, 'loss': 2.5277390480041504, 'learning_rate': 9.888855012611214e-06, 'optimizer_steps': 285}
{'avg_chunks': 3.4, 'loss': 2.1647376298904417, 'learning_rate': 9.888855012611214e-06, 'optimizer_steps': 285}
{'avg_chunks': 3.8, 'loss': 2.3014558076858522, 'learning_rate': 9.888855012611214e-06, 'optimizer_steps': 285}
{'avg_chunks': 4.0, 'loss': 2.3381441116333006, 'learning_rate': 9.853377310901078e-06, 'optimizer_steps': 286}
{'avg_chunks': 3.2, 'loss': 2.3552829027175903, 'learning_rate': 9.853377310901078e-06, 'optimizer_steps': 286}
{'avg_chunks': 3.8, 'loss': 2.2249555826187133, 'learning_rate': 9.853377310901078e-06, 'optimizer_steps': 286}
{'avg_chunks': 2.4, 'loss': 2.266012716293335, 'learning_rate': 9.853377310901078e-06, 'optimizer_steps': 286}
{'avg_chunks': 2.4, 'loss': 2.1503037452697753, 'learning_rate': 9.817899609190943e-06, 'optimizer_steps': 287}
{'avg_chunks': 2.6, 'loss': 2.468038535118103, 'learning_rate': 9.817899609190943e-06, 'optimizer_steps': 287}
{'avg_chunks': 3.2, 'loss': 2.4057869911193848, 'learning_rate': 9.817899609190943e-06, 'optimizer_steps': 287}
{'avg_chunks': 2.4, 'loss': 2.417007875442505, 'learning_rate': 9.782421907480807e-06, 'optimizer_steps': 288}
{'avg_chunks': 2.4, 'loss': 2.3066804885864256, 'learning_rate': 9.782421907480807e-06, 'optimizer_steps': 288}
{'avg_chunks': 2.6, 'loss': 2.191603422164917, 'learning_rate': 9.782421907480807e-06, 'optimizer_steps': 288}
{'avg_chunks': 3.4, 'loss': 2.212949204444885, 'learning_rate': 9.746944205770671e-06, 'optimizer_steps': 289}
{'avg_chunks': 3.6, 'loss': 2.3139597892761232, 'learning_rate': 9.746944205770671e-06, 'optimizer_steps': 289}
{'avg_chunks': 2.2, 'loss': 2.200193977355957, 'learning_rate': 9.746944205770671e-06, 'optimizer_steps': 289}
{'avg_chunks': 3.0, 'loss': 2.327485680580139, 'learning_rate': 9.711466504060535e-06, 'optimizer_steps': 290}
{'avg_chunks': 3.2, 'loss': 2.3765483140945434, 'learning_rate': 9.711466504060535e-06, 'optimizer_steps': 290}
{'avg_chunks': 3.0, 'loss': 2.2791232109069823, 'learning_rate': 9.711466504060535e-06, 'optimizer_steps': 290}
{'avg_chunks': 2.4, 'loss': 2.3645214319229124, 'learning_rate': 9.6759888023504e-06, 'optimizer_steps': 291}
{'avg_chunks': 3.2, 'loss': 2.765465497970581, 'learning_rate': 9.6759888023504e-06, 'optimizer_steps': 291}
{'avg_chunks': 2.6, 'loss': 2.051427149772644, 'learning_rate': 9.6759888023504e-06, 'optimizer_steps': 291}
{'avg_chunks': 2.0, 'loss': 2.1334635257720946, 'learning_rate': 9.6759888023504e-06, 'optimizer_steps': 291}
{'avg_chunks': 4.0, 'loss': 2.2447622299194334, 'learning_rate': 9.640511100640262e-06, 'optimizer_steps': 292}
{'avg_chunks': 2.6, 'loss': 2.4164347648620605, 'learning_rate': 9.640511100640262e-06, 'optimizer_steps': 292}
{'avg_chunks': 2.8, 'loss': 2.3688461542129517, 'learning_rate': 9.640511100640262e-06, 'optimizer_steps': 292}
{'avg_chunks': 3.0, 'loss': 2.3419769287109373, 'learning_rate': 9.605033398930127e-06, 'optimizer_steps': 293}
{'avg_chunks': 2.6, 'loss': 2.635650110244751, 'learning_rate': 9.605033398930127e-06, 'optimizer_steps': 293}
{'avg_chunks': 2.8, 'loss': 2.1981374502182005, 'learning_rate': 9.605033398930127e-06, 'optimizer_steps': 293}
{'avg_chunks': 3.6, 'loss': 2.31829776763916, 'learning_rate': 9.56955569721999e-06, 'optimizer_steps': 294}
{'avg_chunks': 3.4, 'loss': 2.17703263759613, 'learning_rate': 9.56955569721999e-06, 'optimizer_steps': 294}
{'avg_chunks': 3.6, 'loss': 2.2532822132110595, 'learning_rate': 9.56955569721999e-06, 'optimizer_steps': 294}
{'avg_chunks': 3.0, 'loss': 2.3543206214904786, 'learning_rate': 9.534077995509854e-06, 'optimizer_steps': 295}
{'avg_chunks': 2.8, 'loss': 2.632646083831787, 'learning_rate': 9.534077995509854e-06, 'optimizer_steps': 295}
{'avg_chunks': 2.2, 'loss': 2.165035772323608, 'learning_rate': 9.534077995509854e-06, 'optimizer_steps': 295}
{'avg_chunks': 3.6, 'loss': 2.3374768018722536, 'learning_rate': 9.498600293799718e-06, 'optimizer_steps': 296}
{'avg_chunks': 2.8, 'loss': 2.5426962852478026, 'learning_rate': 9.498600293799718e-06, 'optimizer_steps': 296}
{'avg_chunks': 2.8, 'loss': 2.2920833349227907, 'learning_rate': 9.498600293799718e-06, 'optimizer_steps': 296}
{'avg_chunks': 3.0, 'loss': 2.241185426712036, 'learning_rate': 9.498600293799718e-06, 'optimizer_steps': 296}
{'avg_chunks': 3.4, 'loss': 2.1969944715499876, 'learning_rate': 9.463122592089582e-06, 'optimizer_steps': 297}
{'avg_chunks': 3.6, 'loss': 2.448366808891296, 'learning_rate': 9.463122592089582e-06, 'optimizer_steps': 297}
{'avg_chunks': 4.0, 'loss': 2.660724639892578, 'learning_rate': 9.463122592089582e-06, 'optimizer_steps': 297}
{'avg_chunks': 3.0, 'loss': 2.332098436355591, 'learning_rate': 9.427644890379446e-06, 'optimizer_steps': 298}
{'avg_chunks': 3.2, 'loss': 2.1468826293945313, 'learning_rate': 9.427644890379446e-06, 'optimizer_steps': 298}
{'avg_chunks': 3.0, 'loss': 2.4097627639770507, 'learning_rate': 9.427644890379446e-06, 'optimizer_steps': 298}
{'avg_chunks': 2.2, 'loss': 2.0386326551437377, 'learning_rate': 9.39216718866931e-06, 'optimizer_steps': 299}
{'avg_chunks': 3.2, 'loss': 2.5891621589660643, 'learning_rate': 9.39216718866931e-06, 'optimizer_steps': 299}
{'avg_chunks': 2.8, 'loss': 2.28938684463501, 'learning_rate': 9.39216718866931e-06, 'optimizer_steps': 299}
{'avg_chunks': 3.4, 'loss': 2.4389576435089113, 'learning_rate': 9.356689486959173e-06, 'optimizer_steps': 300}
{'avg_chunks': 4.2, 'loss': 2.4439487934112547, 'learning_rate': 9.356689486959173e-06, 'optimizer_steps': 300}
{'avg_chunks': 3.2, 'loss': 2.2607988834381105, 'learning_rate': 9.356689486959173e-06, 'optimizer_steps': 300}
{'avg_chunks': 2.2, 'loss': 2.364319896697998, 'learning_rate': 9.321211785249038e-06, 'optimizer_steps': 301}
{'avg_chunks': 4.0, 'loss': 2.7396567344665526, 'learning_rate': 9.321211785249038e-06, 'optimizer_steps': 301}
{'avg_chunks': 2.8, 'loss': 2.34715621471405, 'learning_rate': 9.321211785249038e-06, 'optimizer_steps': 301}
{'avg_chunks': 3.2, 'loss': 2.357887315750122, 'learning_rate': 9.321211785249038e-06, 'optimizer_steps': 301}
{'avg_chunks': 2.4, 'loss': 2.3410572528839113, 'learning_rate': 9.285734083538902e-06, 'optimizer_steps': 302}
{'avg_chunks': 2.8, 'loss': 2.1255847930908205, 'learning_rate': 9.285734083538902e-06, 'optimizer_steps': 302}
{'avg_chunks': 3.0, 'loss': 2.2844226598739623, 'learning_rate': 9.285734083538902e-06, 'optimizer_steps': 302}
{'avg_chunks': 2.6, 'loss': 2.2111812353134157, 'learning_rate': 9.250256381828764e-06, 'optimizer_steps': 303}
{'avg_chunks': 2.2, 'loss': 2.3584482192993166, 'learning_rate': 9.250256381828764e-06, 'optimizer_steps': 303}
{'avg_chunks': 3.6, 'loss': 2.3951863765716555, 'learning_rate': 9.250256381828764e-06, 'optimizer_steps': 303}
{'avg_chunks': 2.8, 'loss': 2.292186641693115, 'learning_rate': 9.214778680118629e-06, 'optimizer_steps': 304}
{'avg_chunks': 2.8, 'loss': 2.2332680940628054, 'learning_rate': 9.214778680118629e-06, 'optimizer_steps': 304}
{'avg_chunks': 3.2, 'loss': 2.330286908149719, 'learning_rate': 9.214778680118629e-06, 'optimizer_steps': 304}
{'avg_chunks': 3.4, 'loss': 2.273115944862366, 'learning_rate': 9.179300978408493e-06, 'optimizer_steps': 305}
{'avg_chunks': 4.2, 'loss': 2.2247505664825438, 'learning_rate': 9.179300978408493e-06, 'optimizer_steps': 305}
{'avg_chunks': 3.2, 'loss': 2.46011962890625, 'learning_rate': 9.179300978408493e-06, 'optimizer_steps': 305}
{'avg_chunks': 3.2, 'loss': 2.094434213638306, 'learning_rate': 9.143823276698357e-06, 'optimizer_steps': 306}
{'avg_chunks': 3.0, 'loss': 2.2361162662506104, 'learning_rate': 9.143823276698357e-06, 'optimizer_steps': 306}
{'avg_chunks': 2.2, 'loss': 2.1838281631469725, 'learning_rate': 9.143823276698357e-06, 'optimizer_steps': 306}
{'avg_chunks': 4.0, 'loss': 2.526063871383667, 'learning_rate': 9.143823276698357e-06, 'optimizer_steps': 306}
{'avg_chunks': 2.4, 'loss': 2.0925689935684204, 'learning_rate': 9.108345574988222e-06, 'optimizer_steps': 307}
{'avg_chunks': 2.6, 'loss': 2.365585112571716, 'learning_rate': 9.108345574988222e-06, 'optimizer_steps': 307}
{'avg_chunks': 3.8, 'loss': 2.458734369277954, 'learning_rate': 9.108345574988222e-06, 'optimizer_steps': 307}
{'avg_chunks': 4.2, 'loss': 2.647119569778442, 'learning_rate': 9.072867873278086e-06, 'optimizer_steps': 308}
{'avg_chunks': 2.6, 'loss': 2.2599459886550903, 'learning_rate': 9.072867873278086e-06, 'optimizer_steps': 308}
{'avg_chunks': 3.4, 'loss': 2.246350121498108, 'learning_rate': 9.072867873278086e-06, 'optimizer_steps': 308}
{'avg_chunks': 3.2, 'loss': 2.4917565822601317, 'learning_rate': 9.037390171567948e-06, 'optimizer_steps': 309}
{'avg_chunks': 3.0, 'loss': 2.177073335647583, 'learning_rate': 9.037390171567948e-06, 'optimizer_steps': 309}
{'avg_chunks': 3.8, 'loss': 2.36050808429718, 'learning_rate': 9.037390171567948e-06, 'optimizer_steps': 309}
{'avg_chunks': 2.8, 'loss': 2.3900384187698362, 'learning_rate': 9.001912469857813e-06, 'optimizer_steps': 310}
{'avg_chunks': 2.6, 'loss': 2.2377551555633546, 'learning_rate': 9.001912469857813e-06, 'optimizer_steps': 310}
{'avg_chunks': 4.2, 'loss': 2.3708597898483275, 'learning_rate': 9.001912469857813e-06, 'optimizer_steps': 310}
{'avg_chunks': 3.0, 'loss': 2.5147921323776243, 'learning_rate': 8.966434768147677e-06, 'optimizer_steps': 311}
{'avg_chunks': 4.4, 'loss': 2.4552694082260134, 'learning_rate': 8.966434768147677e-06, 'optimizer_steps': 311}
{'avg_chunks': 4.0, 'loss': 2.459402561187744, 'learning_rate': 8.966434768147677e-06, 'optimizer_steps': 311}
{'avg_chunks': 2.4, 'loss': 2.228819799423218, 'learning_rate': 8.966434768147677e-06, 'optimizer_steps': 311}
{'avg_chunks': 3.0, 'loss': 2.1633554458618165, 'learning_rate': 8.930957066437541e-06, 'optimizer_steps': 312}
{'avg_chunks': 2.6, 'loss': 2.2198978424072267, 'learning_rate': 8.930957066437541e-06, 'optimizer_steps': 312}
{'avg_chunks': 3.0, 'loss': 2.2253977775573732, 'learning_rate': 8.930957066437541e-06, 'optimizer_steps': 312}
{'avg_chunks': 3.4, 'loss': 2.1576897382736204, 'learning_rate': 8.895479364727404e-06, 'optimizer_steps': 313}
{'avg_chunks': 2.8, 'loss': 2.2874019145965576, 'learning_rate': 8.895479364727404e-06, 'optimizer_steps': 313}
{'avg_chunks': 3.0, 'loss': 2.499325132369995, 'learning_rate': 8.895479364727404e-06, 'optimizer_steps': 313}
{'avg_chunks': 2.6, 'loss': 2.41946759223938, 'learning_rate': 8.860001663017268e-06, 'optimizer_steps': 314}
{'avg_chunks': 3.0, 'loss': 2.2493366241455077, 'learning_rate': 8.860001663017268e-06, 'optimizer_steps': 314}
{'avg_chunks': 2.6, 'loss': 2.372982907295227, 'learning_rate': 8.860001663017268e-06, 'optimizer_steps': 314}
{'avg_chunks': 2.6, 'loss': 2.2589425325393675, 'learning_rate': 8.824523961307132e-06, 'optimizer_steps': 315}
{'avg_chunks': 2.4, 'loss': 2.3668188095092773, 'learning_rate': 8.824523961307132e-06, 'optimizer_steps': 315}
{'avg_chunks': 2.2, 'loss': 2.531852436065674, 'learning_rate': 8.824523961307132e-06, 'optimizer_steps': 315}
{'avg_chunks': 2.4, 'loss': 2.2556017875671386, 'learning_rate': 8.789046259596997e-06, 'optimizer_steps': 316}
{'avg_chunks': 2.8, 'loss': 2.339286756515503, 'learning_rate': 8.789046259596997e-06, 'optimizer_steps': 316}
{'avg_chunks': 2.6, 'loss': 2.298155164718628, 'learning_rate': 8.789046259596997e-06, 'optimizer_steps': 316}
{'avg_chunks': 2.6, 'loss': 2.1476653575897218, 'learning_rate': 8.789046259596997e-06, 'optimizer_steps': 316}
{'avg_chunks': 3.8, 'loss': 2.712502145767212, 'learning_rate': 8.75356855788686e-06, 'optimizer_steps': 317}
{'avg_chunks': 3.0, 'loss': 2.164187479019165, 'learning_rate': 8.75356855788686e-06, 'optimizer_steps': 317}
{'avg_chunks': 3.2, 'loss': 1.994122052192688, 'learning_rate': 8.75356855788686e-06, 'optimizer_steps': 317}
{'avg_chunks': 2.8, 'loss': 2.715254783630371, 'learning_rate': 8.718090856176724e-06, 'optimizer_steps': 318}
{'avg_chunks': 4.0, 'loss': 2.758902168273926, 'learning_rate': 8.718090856176724e-06, 'optimizer_steps': 318}
{'avg_chunks': 3.4, 'loss': 2.5809417247772215, 'learning_rate': 8.718090856176724e-06, 'optimizer_steps': 318}
{'avg_chunks': 3.4, 'loss': 2.4420116662979128, 'learning_rate': 8.682613154466588e-06, 'optimizer_steps': 319}
{'avg_chunks': 4.2, 'loss': 2.8177207469940186, 'learning_rate': 8.682613154466588e-06, 'optimizer_steps': 319}
{'avg_chunks': 3.4, 'loss': 2.612140393257141, 'learning_rate': 8.682613154466588e-06, 'optimizer_steps': 319}
{'avg_chunks': 2.4, 'loss': 2.1401891231536867, 'learning_rate': 8.647135452756452e-06, 'optimizer_steps': 320}
{'avg_chunks': 3.8, 'loss': 2.165787100791931, 'learning_rate': 8.647135452756452e-06, 'optimizer_steps': 320}
{'avg_chunks': 3.8, 'loss': 2.13416473865509, 'learning_rate': 8.647135452756452e-06, 'optimizer_steps': 320}
{'avg_chunks': 2.6, 'loss': 2.1418392419815064, 'learning_rate': 8.611657751046316e-06, 'optimizer_steps': 321}
{'avg_chunks': 3.0, 'loss': 2.0492055416107178, 'learning_rate': 8.611657751046316e-06, 'optimizer_steps': 321}
{'avg_chunks': 3.4, 'loss': 2.3672489881515504, 'learning_rate': 8.611657751046316e-06, 'optimizer_steps': 321}
{'avg_chunks': 3.0, 'loss': 2.1047021627426146, 'learning_rate': 8.611657751046316e-06, 'optimizer_steps': 321}
{'avg_chunks': 2.4, 'loss': 2.614385414123535, 'learning_rate': 8.576180049336179e-06, 'optimizer_steps': 322}
{'avg_chunks': 2.4, 'loss': 2.3636308193206785, 'learning_rate': 8.576180049336179e-06, 'optimizer_steps': 322}
{'avg_chunks': 3.6, 'loss': 2.453171491622925, 'learning_rate': 8.576180049336179e-06, 'optimizer_steps': 322}
{'avg_chunks': 3.6, 'loss': 2.6270633697509767, 'learning_rate': 8.540702347626043e-06, 'optimizer_steps': 323}
{'avg_chunks': 2.2, 'loss': 2.145243000984192, 'learning_rate': 8.540702347626043e-06, 'optimizer_steps': 323}
{'avg_chunks': 3.0, 'loss': 2.568431830406189, 'learning_rate': 8.540702347626043e-06, 'optimizer_steps': 323}
{'avg_chunks': 3.4, 'loss': 2.266498589515686, 'learning_rate': 8.505224645915908e-06, 'optimizer_steps': 324}
{'avg_chunks': 2.6, 'loss': 2.188687539100647, 'learning_rate': 8.505224645915908e-06, 'optimizer_steps': 324}
{'avg_chunks': 3.8, 'loss': 2.181596279144287, 'learning_rate': 8.505224645915908e-06, 'optimizer_steps': 324}
{'avg_chunks': 3.4, 'loss': 2.420359706878662, 'learning_rate': 8.469746944205772e-06, 'optimizer_steps': 325}
{'avg_chunks': 3.0, 'loss': 2.3561355113983153, 'learning_rate': 8.469746944205772e-06, 'optimizer_steps': 325}
{'avg_chunks': 3.8, 'loss': 2.3915260314941404, 'learning_rate': 8.469746944205772e-06, 'optimizer_steps': 325}
{'avg_chunks': 3.4, 'loss': 2.5516499042510987, 'learning_rate': 8.434269242495634e-06, 'optimizer_steps': 326}
{'avg_chunks': 3.4, 'loss': 2.4400967597961425, 'learning_rate': 8.434269242495634e-06, 'optimizer_steps': 326}
{'avg_chunks': 3.2, 'loss': 2.25987548828125, 'learning_rate': 8.434269242495634e-06, 'optimizer_steps': 326}
{'avg_chunks': 3.6, 'loss': 2.261554002761841, 'learning_rate': 8.434269242495634e-06, 'optimizer_steps': 326}
{'avg_chunks': 2.4, 'loss': 2.041440796852112, 'learning_rate': 8.398791540785499e-06, 'optimizer_steps': 327}
{'avg_chunks': 2.8, 'loss': 2.09082977771759, 'learning_rate': 8.398791540785499e-06, 'optimizer_steps': 327}
{'avg_chunks': 2.2, 'loss': 2.32267644405365, 'learning_rate': 8.398791540785499e-06, 'optimizer_steps': 327}
{'avg_chunks': 3.2, 'loss': 2.2234230518341063, 'learning_rate': 8.363313839075363e-06, 'optimizer_steps': 328}
{'avg_chunks': 2.0, 'loss': 2.165434789657593, 'learning_rate': 8.363313839075363e-06, 'optimizer_steps': 328}
{'avg_chunks': 3.0, 'loss': 2.61217360496521, 'learning_rate': 8.363313839075363e-06, 'optimizer_steps': 328}
{'avg_chunks': 2.8, 'loss': 2.3846623420715334, 'learning_rate': 8.327836137365227e-06, 'optimizer_steps': 329}
{'avg_chunks': 4.0, 'loss': 2.6416385173797607, 'learning_rate': 8.327836137365227e-06, 'optimizer_steps': 329}
{'avg_chunks': 4.0, 'loss': 2.5854405403137206, 'learning_rate': 8.327836137365227e-06, 'optimizer_steps': 329}
{'avg_chunks': 2.8, 'loss': 2.0721904277801513, 'learning_rate': 8.292358435655092e-06, 'optimizer_steps': 330}
{'avg_chunks': 3.0, 'loss': 2.78134081363678, 'learning_rate': 8.292358435655092e-06, 'optimizer_steps': 330}
{'avg_chunks': 2.0, 'loss': 2.0876184463500977, 'learning_rate': 8.292358435655092e-06, 'optimizer_steps': 330}
{'avg_chunks': 4.0, 'loss': 2.5298895835876465, 'learning_rate': 8.256880733944956e-06, 'optimizer_steps': 331}
{'avg_chunks': 3.6, 'loss': 2.3329575061798096, 'learning_rate': 8.256880733944956e-06, 'optimizer_steps': 331}
{'avg_chunks': 3.2, 'loss': 2.0773998737335204, 'learning_rate': 8.256880733944956e-06, 'optimizer_steps': 331}
{'avg_chunks': 2.8, 'loss': 2.1999455213546755, 'learning_rate': 8.256880733944956e-06, 'optimizer_steps': 331}
{'avg_chunks': 2.8, 'loss': 2.5121453285217283, 'learning_rate': 8.221403032234818e-06, 'optimizer_steps': 332}
{'avg_chunks': 2.6, 'loss': 2.5191046237945556, 'learning_rate': 8.221403032234818e-06, 'optimizer_steps': 332}
{'avg_chunks': 3.0, 'loss': 2.3788262844085692, 'learning_rate': 8.221403032234818e-06, 'optimizer_steps': 332}
{'avg_chunks': 2.6, 'loss': 2.1548951864242554, 'learning_rate': 8.185925330524683e-06, 'optimizer_steps': 333}
{'avg_chunks': 3.4, 'loss': 2.311798667907715, 'learning_rate': 8.185925330524683e-06, 'optimizer_steps': 333}
{'avg_chunks': 2.8, 'loss': 2.3842424154281616, 'learning_rate': 8.185925330524683e-06, 'optimizer_steps': 333}
{'avg_chunks': 3.2, 'loss': 2.4505459308624267, 'learning_rate': 8.150447628814547e-06, 'optimizer_steps': 334}
{'avg_chunks': 2.8, 'loss': 2.3899138450622557, 'learning_rate': 8.150447628814547e-06, 'optimizer_steps': 334}
{'avg_chunks': 2.4, 'loss': 1.9194725036621094, 'learning_rate': 8.150447628814547e-06, 'optimizer_steps': 334}
{'avg_chunks': 2.6, 'loss': 2.3632864952087402, 'learning_rate': 8.11496992710441e-06, 'optimizer_steps': 335}
{'avg_chunks': 2.0, 'loss': 1.9975884675979614, 'learning_rate': 8.11496992710441e-06, 'optimizer_steps': 335}
{'avg_chunks': 2.8, 'loss': 2.394216775894165, 'learning_rate': 8.11496992710441e-06, 'optimizer_steps': 335}
{'avg_chunks': 3.4, 'loss': 2.521588182449341, 'learning_rate': 8.079492225394274e-06, 'optimizer_steps': 336}
{'avg_chunks': 2.6, 'loss': 2.283165216445923, 'learning_rate': 8.079492225394274e-06, 'optimizer_steps': 336}
{'avg_chunks': 3.4, 'loss': 2.519841742515564, 'learning_rate': 8.079492225394274e-06, 'optimizer_steps': 336}
{'avg_chunks': 2.6, 'loss': 2.18416965007782, 'learning_rate': 8.079492225394274e-06, 'optimizer_steps': 336}
{'avg_chunks': 2.4, 'loss': 2.3239883899688722, 'learning_rate': 8.044014523684138e-06, 'optimizer_steps': 337}
{'avg_chunks': 2.8, 'loss': 2.229168915748596, 'learning_rate': 8.044014523684138e-06, 'optimizer_steps': 337}
{'avg_chunks': 3.8, 'loss': 2.16595664024353, 'learning_rate': 8.044014523684138e-06, 'optimizer_steps': 337}
{'avg_chunks': 2.4, 'loss': 2.31623375415802, 'learning_rate': 8.008536821974002e-06, 'optimizer_steps': 338}
{'avg_chunks': 3.2, 'loss': 2.3819979190826417, 'learning_rate': 8.008536821974002e-06, 'optimizer_steps': 338}
{'avg_chunks': 3.2, 'loss': 2.622828483581543, 'learning_rate': 8.008536821974002e-06, 'optimizer_steps': 338}
{'avg_chunks': 3.4, 'loss': 2.357313942909241, 'learning_rate': 7.973059120263867e-06, 'optimizer_steps': 339}
{'avg_chunks': 3.8, 'loss': 2.528906059265137, 'learning_rate': 7.973059120263867e-06, 'optimizer_steps': 339}
{'avg_chunks': 2.8, 'loss': 2.5647234439849855, 'learning_rate': 7.973059120263867e-06, 'optimizer_steps': 339}
{'avg_chunks': 2.8, 'loss': 2.5266668796539307, 'learning_rate': 7.937581418553731e-06, 'optimizer_steps': 340}
{'avg_chunks': 3.0, 'loss': 2.297659134864807, 'learning_rate': 7.937581418553731e-06, 'optimizer_steps': 340}
{'avg_chunks': 3.0, 'loss': 2.303675389289856, 'learning_rate': 7.937581418553731e-06, 'optimizer_steps': 340}
{'avg_chunks': 3.8, 'loss': 2.189301872253418, 'learning_rate': 7.902103716843594e-06, 'optimizer_steps': 341}
{'avg_chunks': 2.6, 'loss': 2.2889432430267336, 'learning_rate': 7.902103716843594e-06, 'optimizer_steps': 341}
{'avg_chunks': 3.8, 'loss': 2.757142949104309, 'learning_rate': 7.902103716843594e-06, 'optimizer_steps': 341}
{'avg_chunks': 3.2, 'loss': 2.18175892829895, 'learning_rate': 7.902103716843594e-06, 'optimizer_steps': 341}
{'avg_chunks': 2.4, 'loss': 2.255535197257996, 'learning_rate': 7.866626015133458e-06, 'optimizer_steps': 342}
{'avg_chunks': 2.6, 'loss': 2.3789648532867433, 'learning_rate': 7.866626015133458e-06, 'optimizer_steps': 342}
{'avg_chunks': 2.6, 'loss': 2.2960636377334596, 'learning_rate': 7.866626015133458e-06, 'optimizer_steps': 342}
{'avg_chunks': 3.4, 'loss': 2.1171695947647096, 'learning_rate': 7.83114831342332e-06, 'optimizer_steps': 343}
{'avg_chunks': 3.0, 'loss': 2.415070080757141, 'learning_rate': 7.83114831342332e-06, 'optimizer_steps': 343}
{'avg_chunks': 2.8, 'loss': 2.464077615737915, 'learning_rate': 7.83114831342332e-06, 'optimizer_steps': 343}
{'avg_chunks': 3.2, 'loss': 2.5057179927825928, 'learning_rate': 7.795670611713185e-06, 'optimizer_steps': 344}
{'avg_chunks': 2.6, 'loss': 2.3855934619903563, 'learning_rate': 7.795670611713185e-06, 'optimizer_steps': 344}
{'avg_chunks': 3.4, 'loss': 2.248270130157471, 'learning_rate': 7.795670611713185e-06, 'optimizer_steps': 344}
{'avg_chunks': 2.2, 'loss': 2.1500598669052122, 'learning_rate': 7.760192910003049e-06, 'optimizer_steps': 345}
{'avg_chunks': 2.8, 'loss': 2.28061420917511, 'learning_rate': 7.760192910003049e-06, 'optimizer_steps': 345}
{'avg_chunks': 4.0, 'loss': 2.7428586959838865, 'learning_rate': 7.760192910003049e-06, 'optimizer_steps': 345}
