Train Iteration: 100%
9046/9046 [3:55:39<00:00, 1.56s/it]
{'avg_chunks': 3.4, 'loss': 2.3686233043670653, 'learning_rate': 1.0130444395312846e-05, 'optimizer_steps': 279}
{'avg_chunks': 2.8, 'loss': 2.3496546745300293, 'learning_rate': 1.0095069644041567e-05, 'optimizer_steps': 280}
{'avg_chunks': 3.2, 'loss': 2.465303373336792, 'learning_rate': 1.0095069644041567e-05, 'optimizer_steps': 280}
{'avg_chunks': 3.0, 'loss': 2.647789216041565, 'learning_rate': 1.0095069644041567e-05, 'optimizer_steps': 280}
{'avg_chunks': 4.0, 'loss': 3.1029481649398805, 'learning_rate': 1.0059694892770287e-05, 'optimizer_steps': 281}
{'avg_chunks': 4.0, 'loss': 2.7058623313903807, 'learning_rate': 1.0059694892770287e-05, 'optimizer_steps': 281}
{'avg_chunks': 2.8, 'loss': 2.716070055961609, 'learning_rate': 1.0059694892770287e-05, 'optimizer_steps': 281}
{'avg_chunks': 2.4, 'loss': 2.6066411972045898, 'learning_rate': 1.0059694892770287e-05, 'optimizer_steps': 281}
{'avg_chunks': 3.0, 'loss': 2.5322073698043823, 'learning_rate': 1.0024320141499007e-05, 'optimizer_steps': 282}
{'avg_chunks': 3.4, 'loss': 2.7682429790496825, 'learning_rate': 1.0024320141499007e-05, 'optimizer_steps': 282}
{'avg_chunks': 2.4, 'loss': 2.507723093032837, 'learning_rate': 1.0024320141499007e-05, 'optimizer_steps': 282}
{'avg_chunks': 3.2, 'loss': 2.2507965564727783, 'learning_rate': 9.988945390227726e-06, 'optimizer_steps': 283}
{'avg_chunks': 2.8, 'loss': 2.640470552444458, 'learning_rate': 9.988945390227726e-06, 'optimizer_steps': 283}
{'avg_chunks': 3.4, 'loss': 2.2916781663894654, 'learning_rate': 9.988945390227726e-06, 'optimizer_steps': 283}
{'avg_chunks': 3.0, 'loss': 3.166657543182373, 'learning_rate': 9.953570638956446e-06, 'optimizer_steps': 284}
{'avg_chunks': 3.2, 'loss': 2.4282602310180663, 'learning_rate': 9.953570638956446e-06, 'optimizer_steps': 284}
{'avg_chunks': 2.6, 'loss': 2.494110870361328, 'learning_rate': 9.953570638956446e-06, 'optimizer_steps': 284}
{'avg_chunks': 3.0, 'loss': 2.6334359645843506, 'learning_rate': 9.918195887685166e-06, 'optimizer_steps': 285}
{'avg_chunks': 2.4, 'loss': 2.298162341117859, 'learning_rate': 9.918195887685166e-06, 'optimizer_steps': 285}
{'avg_chunks': 2.2, 'loss': 2.584863233566284, 'learning_rate': 9.918195887685166e-06, 'optimizer_steps': 285}
{'avg_chunks': 3.4, 'loss': 2.707094097137451, 'learning_rate': 9.882821136413884e-06, 'optimizer_steps': 286}
{'avg_chunks': 2.8, 'loss': 2.4713539838790894, 'learning_rate': 9.882821136413884e-06, 'optimizer_steps': 286}
{'avg_chunks': 3.0, 'loss': 2.6367366790771483, 'learning_rate': 9.882821136413884e-06, 'optimizer_steps': 286}
{'avg_chunks': 3.6, 'loss': 2.5711302757263184, 'learning_rate': 9.882821136413884e-06, 'optimizer_steps': 286}
{'avg_chunks': 2.6, 'loss': 2.418217182159424, 'learning_rate': 9.847446385142606e-06, 'optimizer_steps': 287}
{'avg_chunks': 3.0, 'loss': 2.6609091758728027, 'learning_rate': 9.847446385142606e-06, 'optimizer_steps': 287}
{'avg_chunks': 2.8, 'loss': 2.667838621139526, 'learning_rate': 9.847446385142606e-06, 'optimizer_steps': 287}
{'avg_chunks': 2.8, 'loss': 2.686071681976318, 'learning_rate': 9.812071633871325e-06, 'optimizer_steps': 288}
{'avg_chunks': 2.4, 'loss': 2.5849400997161864, 'learning_rate': 9.812071633871325e-06, 'optimizer_steps': 288}
{'avg_chunks': 2.2, 'loss': 2.2010393381118774, 'learning_rate': 9.812071633871325e-06, 'optimizer_steps': 288}
{'avg_chunks': 2.2, 'loss': 2.7000616073608397, 'learning_rate': 9.776696882600045e-06, 'optimizer_steps': 289}
{'avg_chunks': 2.6, 'loss': 2.5058005332946776, 'learning_rate': 9.776696882600045e-06, 'optimizer_steps': 289}
{'avg_chunks': 3.0, 'loss': 2.5143388748168944, 'learning_rate': 9.776696882600045e-06, 'optimizer_steps': 289}
{'avg_chunks': 3.8, 'loss': 2.5627864837646483, 'learning_rate': 9.741322131328765e-06, 'optimizer_steps': 290}
{'avg_chunks': 2.4, 'loss': 2.2913705587387083, 'learning_rate': 9.741322131328765e-06, 'optimizer_steps': 290}
{'avg_chunks': 2.0, 'loss': 2.523201847076416, 'learning_rate': 9.741322131328765e-06, 'optimizer_steps': 290}
{'avg_chunks': 3.8, 'loss': 2.3638447761535644, 'learning_rate': 9.705947380057485e-06, 'optimizer_steps': 291}
{'avg_chunks': 3.4, 'loss': 2.365382528305054, 'learning_rate': 9.705947380057485e-06, 'optimizer_steps': 291}
{'avg_chunks': 3.0, 'loss': 2.514806842803955, 'learning_rate': 9.705947380057485e-06, 'optimizer_steps': 291}
{'avg_chunks': 3.8, 'loss': 2.5467660903930662, 'learning_rate': 9.705947380057485e-06, 'optimizer_steps': 291}
{'avg_chunks': 2.4, 'loss': 2.234886884689331, 'learning_rate': 9.670572628786205e-06, 'optimizer_steps': 292}
{'avg_chunks': 4.2, 'loss': 2.9251001834869386, 'learning_rate': 9.670572628786205e-06, 'optimizer_steps': 292}
{'avg_chunks': 3.2, 'loss': 2.4606613636016847, 'learning_rate': 9.670572628786205e-06, 'optimizer_steps': 292}
{'avg_chunks': 4.0, 'loss': 2.8899946212768555, 'learning_rate': 9.635197877514924e-06, 'optimizer_steps': 293}
{'avg_chunks': 2.4, 'loss': 2.7382033348083494, 'learning_rate': 9.635197877514924e-06, 'optimizer_steps': 293}
{'avg_chunks': 2.4, 'loss': 2.365206789970398, 'learning_rate': 9.635197877514924e-06, 'optimizer_steps': 293}
{'avg_chunks': 3.8, 'loss': 2.71948299407959, 'learning_rate': 9.599823126243644e-06, 'optimizer_steps': 294}
{'avg_chunks': 3.4, 'loss': 2.702581024169922, 'learning_rate': 9.599823126243644e-06, 'optimizer_steps': 294}
{'avg_chunks': 2.0, 'loss': 2.698642301559448, 'learning_rate': 9.599823126243644e-06, 'optimizer_steps': 294}
{'avg_chunks': 2.8, 'loss': 2.886369323730469, 'learning_rate': 9.564448374972364e-06, 'optimizer_steps': 295}
{'avg_chunks': 2.4, 'loss': 2.4981646299362184, 'learning_rate': 9.564448374972364e-06, 'optimizer_steps': 295}
{'avg_chunks': 2.2, 'loss': 2.3459103107452393, 'learning_rate': 9.564448374972364e-06, 'optimizer_steps': 295}
{'avg_chunks': 2.6, 'loss': 2.6844012260437013, 'learning_rate': 9.529073623701084e-06, 'optimizer_steps': 296}
{'avg_chunks': 4.4, 'loss': 3.0672998428344727, 'learning_rate': 9.529073623701084e-06, 'optimizer_steps': 296}
{'avg_chunks': 3.0, 'loss': 2.5118762969970705, 'learning_rate': 9.529073623701084e-06, 'optimizer_steps': 296}
{'avg_chunks': 3.4, 'loss': 2.710883045196533, 'learning_rate': 9.529073623701084e-06, 'optimizer_steps': 296}
{'avg_chunks': 3.6, 'loss': 2.4700292587280273, 'learning_rate': 9.493698872429804e-06, 'optimizer_steps': 297}
{'avg_chunks': 2.2, 'loss': 2.406704878807068, 'learning_rate': 9.493698872429804e-06, 'optimizer_steps': 297}
{'avg_chunks': 3.2, 'loss': 2.561244344711304, 'learning_rate': 9.493698872429804e-06, 'optimizer_steps': 297}
{'avg_chunks': 3.4, 'loss': 2.8040514945983888, 'learning_rate': 9.458324121158523e-06, 'optimizer_steps': 298}
{'avg_chunks': 2.4, 'loss': 2.453956127166748, 'learning_rate': 9.458324121158523e-06, 'optimizer_steps': 298}
{'avg_chunks': 2.2, 'loss': 2.541374111175537, 'learning_rate': 9.458324121158523e-06, 'optimizer_steps': 298}
{'avg_chunks': 2.8, 'loss': 2.4035999059677122, 'learning_rate': 9.422949369887245e-06, 'optimizer_steps': 299}
{'avg_chunks': 2.4, 'loss': 2.671097183227539, 'learning_rate': 9.422949369887245e-06, 'optimizer_steps': 299}
{'avg_chunks': 3.6, 'loss': 2.6848912715911863, 'learning_rate': 9.422949369887245e-06, 'optimizer_steps': 299}
{'avg_chunks': 2.4, 'loss': 2.3825461864471436, 'learning_rate': 9.387574618615963e-06, 'optimizer_steps': 300}
{'avg_chunks': 2.8, 'loss': 2.5397994995117186, 'learning_rate': 9.387574618615963e-06, 'optimizer_steps': 300}
{'avg_chunks': 2.8, 'loss': 2.193630647659302, 'learning_rate': 9.387574618615963e-06, 'optimizer_steps': 300}
{'avg_chunks': 2.2, 'loss': 2.5264343500137327, 'learning_rate': 9.352199867344683e-06, 'optimizer_steps': 301}
{'avg_chunks': 3.8, 'loss': 2.7822036266326906, 'learning_rate': 9.352199867344683e-06, 'optimizer_steps': 301}
{'avg_chunks': 4.4, 'loss': 2.924303388595581, 'learning_rate': 9.352199867344683e-06, 'optimizer_steps': 301}
{'avg_chunks': 2.4, 'loss': 2.667775821685791, 'learning_rate': 9.352199867344683e-06, 'optimizer_steps': 301}
{'avg_chunks': 2.8, 'loss': 2.8644848346710203, 'learning_rate': 9.316825116073404e-06, 'optimizer_steps': 302}
{'avg_chunks': 2.4, 'loss': 2.4769936084747313, 'learning_rate': 9.316825116073404e-06, 'optimizer_steps': 302}
{'avg_chunks': 2.6, 'loss': 2.5404576301574706, 'learning_rate': 9.316825116073404e-06, 'optimizer_steps': 302}
{'avg_chunks': 2.6, 'loss': 2.633955955505371, 'learning_rate': 9.281450364802124e-06, 'optimizer_steps': 303}
{'avg_chunks': 2.8, 'loss': 2.477164602279663, 'learning_rate': 9.281450364802124e-06, 'optimizer_steps': 303}
{'avg_chunks': 2.6, 'loss': 2.5674034118652345, 'learning_rate': 9.281450364802124e-06, 'optimizer_steps': 303}
{'avg_chunks': 2.2, 'loss': 2.459548330307007, 'learning_rate': 9.246075613530842e-06, 'optimizer_steps': 304}
{'avg_chunks': 4.0, 'loss': 2.672489070892334, 'learning_rate': 9.246075613530842e-06, 'optimizer_steps': 304}
{'avg_chunks': 2.8, 'loss': 2.2517045736312866, 'learning_rate': 9.246075613530842e-06, 'optimizer_steps': 304}
{'avg_chunks': 2.0, 'loss': 2.5703383445739747, 'learning_rate': 9.210700862259564e-06, 'optimizer_steps': 305}
{'avg_chunks': 2.2, 'loss': 2.1530683755874636, 'learning_rate': 9.210700862259564e-06, 'optimizer_steps': 305}
{'avg_chunks': 2.8, 'loss': 2.6892563819885256, 'learning_rate': 9.210700862259564e-06, 'optimizer_steps': 305}
{'avg_chunks': 2.8, 'loss': 2.770086169242859, 'learning_rate': 9.175326110988283e-06, 'optimizer_steps': 306}
{'avg_chunks': 4.0, 'loss': 3.092794418334961, 'learning_rate': 9.104576608445721e-06, 'optimizer_steps': 308}
{'avg_chunks': 3.8, 'loss': 3.0206676483154298, 'learning_rate': 9.069201857174443e-06, 'optimizer_steps': 309}
{'avg_chunks': 2.6, 'loss': 2.7570831775665283, 'learning_rate': 9.069201857174443e-06, 'optimizer_steps': 309}
{'avg_chunks': 2.0, 'loss': 2.4003174781799315, 'learning_rate': 9.069201857174443e-06, 'optimizer_steps': 309}
{'avg_chunks': 3.6, 'loss': 2.8140522956848146, 'learning_rate': 9.033827105903163e-06, 'optimizer_steps': 310}
{'avg_chunks': 3.2, 'loss': 2.5489564418792723, 'learning_rate': 9.033827105903163e-06, 'optimizer_steps': 310}
{'avg_chunks': 2.0, 'loss': 2.6341281175613402, 'learning_rate': 9.033827105903163e-06, 'optimizer_steps': 310}
{'avg_chunks': 3.4, 'loss': 2.800502586364746, 'learning_rate': 8.998452354631882e-06, 'optimizer_steps': 311}
{'avg_chunks': 2.6, 'loss': 2.5616554260253905, 'learning_rate': 8.998452354631882e-06, 'optimizer_steps': 311}
{'avg_chunks': 2.2, 'loss': 2.314040780067444, 'learning_rate': 8.998452354631882e-06, 'optimizer_steps': 311}
{'avg_chunks': 2.2, 'loss': 2.379323053359985, 'learning_rate': 8.998452354631882e-06, 'optimizer_steps': 311}
{'avg_chunks': 2.0, 'loss': 2.189887285232544, 'learning_rate': 8.963077603360602e-06, 'optimizer_steps': 312}
{'avg_chunks': 3.0, 'loss': 2.63306303024292, 'learning_rate': 8.963077603360602e-06, 'optimizer_steps': 312}
{'avg_chunks': 2.8, 'loss': 2.3376772880554197, 'learning_rate': 8.963077603360602e-06, 'optimizer_steps': 312}
{'avg_chunks': 3.0, 'loss': 2.433211851119995, 'learning_rate': 8.927702852089322e-06, 'optimizer_steps': 313}
{'avg_chunks': 2.4, 'loss': 2.3453486919403077, 'learning_rate': 8.927702852089322e-06, 'optimizer_steps': 313}
{'avg_chunks': 3.4, 'loss': 2.7910768508911135, 'learning_rate': 8.927702852089322e-06, 'optimizer_steps': 313}
{'avg_chunks': 3.4, 'loss': 2.404043769836426, 'learning_rate': 8.892328100818042e-06, 'optimizer_steps': 314}
{'avg_chunks': 2.6, 'loss': 3.0150159358978272, 'learning_rate': 8.892328100818042e-06, 'optimizer_steps': 314}
{'avg_chunks': 2.4, 'loss': 2.458097553253174, 'learning_rate': 8.892328100818042e-06, 'optimizer_steps': 314}
{'avg_chunks': 3.0, 'loss': 2.7883410930633543, 'learning_rate': 8.856953349546762e-06, 'optimizer_steps': 315}
{'avg_chunks': 2.8, 'loss': 2.5137338161468508, 'learning_rate': 8.856953349546762e-06, 'optimizer_steps': 315}
{'avg_chunks': 2.6, 'loss': 2.4690057277679442, 'learning_rate': 8.856953349546762e-06, 'optimizer_steps': 315}
{'avg_chunks': 3.0, 'loss': 2.6557475090026856, 'learning_rate': 8.821578598275481e-06, 'optimizer_steps': 316}
{'avg_chunks': 3.0, 'loss': 2.5056689262390135, 'learning_rate': 8.821578598275481e-06, 'optimizer_steps': 316}
{'avg_chunks': 3.2, 'loss': 2.6365081310272216, 'learning_rate': 8.821578598275481e-06, 'optimizer_steps': 316}
{'avg_chunks': 3.0, 'loss': 2.6629744291305544, 'learning_rate': 8.821578598275481e-06, 'optimizer_steps': 316}
{'avg_chunks': 2.8, 'loss': 2.287628698348999, 'learning_rate': 8.786203847004201e-06, 'optimizer_steps': 317}
{'avg_chunks': 3.4, 'loss': 2.4395195722579954, 'learning_rate': 8.786203847004201e-06, 'optimizer_steps': 317}
{'avg_chunks': 3.8, 'loss': 2.7882349491119385, 'learning_rate': 8.786203847004201e-06, 'optimizer_steps': 317}
{'avg_chunks': 3.2, 'loss': 2.3740821838378907, 'learning_rate': 8.750829095732921e-06, 'optimizer_steps': 318}
{'avg_chunks': 2.6, 'loss': 2.557263994216919, 'learning_rate': 8.750829095732921e-06, 'optimizer_steps': 318}
{'avg_chunks': 2.2, 'loss': 2.644981622695923, 'learning_rate': 8.750829095732921e-06, 'optimizer_steps': 318}
{'avg_chunks': 2.8, 'loss': 2.7194848537445067, 'learning_rate': 8.71545434446164e-06, 'optimizer_steps': 319}
{'avg_chunks': 2.2, 'loss': 2.7601858615875243, 'learning_rate': 8.71545434446164e-06, 'optimizer_steps': 319}
{'avg_chunks': 2.6, 'loss': 2.2492885112762453, 'learning_rate': 8.68007959319036e-06, 'optimizer_steps': 320}
{'avg_chunks': 2.8, 'loss': 2.524731469154358, 'learning_rate': 8.68007959319036e-06, 'optimizer_steps': 320}
{'avg_chunks': 2.6, 'loss': 2.6754873752593995, 'learning_rate': 8.64470484191908e-06, 'optimizer_steps': 321}
{'avg_chunks': 2.0, 'loss': 2.469714641571045, 'learning_rate': 8.64470484191908e-06, 'optimizer_steps': 321}
{'avg_chunks': 3.8, 'loss': 2.608418846130371, 'learning_rate': 8.64470484191908e-06, 'optimizer_steps': 321}
{'avg_chunks': 2.8, 'loss': 2.6333128452301025, 'learning_rate': 8.64470484191908e-06, 'optimizer_steps': 321}
{'avg_chunks': 3.2, 'loss': 2.468326139450073, 'learning_rate': 8.6093300906478e-06, 'optimizer_steps': 322}
{'avg_chunks': 3.4, 'loss': 2.679744815826416, 'learning_rate': 8.6093300906478e-06, 'optimizer_steps': 322}
{'avg_chunks': 2.8, 'loss': 2.4688274383544924, 'learning_rate': 8.6093300906478e-06, 'optimizer_steps': 322}
{'avg_chunks': 3.0, 'loss': 2.5529157638549806, 'learning_rate': 8.57395533937652e-06, 'optimizer_steps': 323}
{'avg_chunks': 2.6, 'loss': 2.7851821422576903, 'learning_rate': 8.57395533937652e-06, 'optimizer_steps': 323}
{'avg_chunks': 2.6, 'loss': 2.367162656784058, 'learning_rate': 8.57395533937652e-06, 'optimizer_steps': 323}
{'avg_chunks': 2.6, 'loss': 2.7526676177978517, 'learning_rate': 8.538580588105241e-06, 'optimizer_steps': 324}
{'avg_chunks': 2.8, 'loss': 2.634606623649597, 'learning_rate': 8.538580588105241e-06, 'optimizer_steps': 324}
{'avg_chunks': 2.6, 'loss': 2.3156937837600706, 'learning_rate': 8.538580588105241e-06, 'optimizer_steps': 324}
{'avg_chunks': 3.0, 'loss': 2.814902591705322, 'learning_rate': 8.503205836833961e-06, 'optimizer_steps': 325}
{'avg_chunks': 3.2, 'loss': 2.4834983348846436, 'learning_rate': 8.503205836833961e-06, 'optimizer_steps': 325}
{'avg_chunks': 2.8, 'loss': 2.817716121673584, 'learning_rate': 8.503205836833961e-06, 'optimizer_steps': 325}
{'avg_chunks': 2.8, 'loss': 2.7645031452178954, 'learning_rate': 8.46783108556268e-06, 'optimizer_steps': 326}
{'avg_chunks': 3.2, 'loss': 2.2823630809783935, 'learning_rate': 8.46783108556268e-06, 'optimizer_steps': 326}
{'avg_chunks': 3.4, 'loss': 2.8059171199798585, 'learning_rate': 8.46783108556268e-06, 'optimizer_steps': 326}
{'avg_chunks': 2.6, 'loss': 2.912422800064087, 'learning_rate': 8.46783108556268e-06, 'optimizer_steps': 326}
{'avg_chunks': 2.6, 'loss': 2.8322682857513426, 'learning_rate': 8.432456334291401e-06, 'optimizer_steps': 327}
{'avg_chunks': 3.2, 'loss': 2.8351025581359863, 'learning_rate': 8.432456334291401e-06, 'optimizer_steps': 327}
{'avg_chunks': 3.0, 'loss': 2.605158281326294, 'learning_rate': 8.432456334291401e-06, 'optimizer_steps': 327}
{'avg_chunks': 3.2, 'loss': 2.7001633644104004, 'learning_rate': 8.39708158302012e-06, 'optimizer_steps': 328}
{'avg_chunks': 2.6, 'loss': 2.4919681787490844, 'learning_rate': 8.39708158302012e-06, 'optimizer_steps': 328}
{'avg_chunks': 2.8, 'loss': 2.3398894309997558, 'learning_rate': 8.39708158302012e-06, 'optimizer_steps': 328}
{'avg_chunks': 3.4, 'loss': 2.5820883750915526, 'learning_rate': 8.36170683174884e-06, 'optimizer_steps': 329}
{'avg_chunks': 3.2, 'loss': 2.6971149921417235, 'learning_rate': 8.36170683174884e-06, 'optimizer_steps': 329}
{'avg_chunks': 3.0, 'loss': 2.6457246780395507, 'learning_rate': 8.36170683174884e-06, 'optimizer_steps': 329}
{'avg_chunks': 2.6, 'loss': 2.690623903274536, 'learning_rate': 8.326332080477559e-06, 'optimizer_steps': 330}
{'avg_chunks': 4.2, 'loss': 2.568228340148926, 'learning_rate': 8.326332080477559e-06, 'optimizer_steps': 330}
{'avg_chunks': 4.0, 'loss': 2.818063831329346, 'learning_rate': 8.326332080477559e-06, 'optimizer_steps': 330}
{'avg_chunks': 2.6, 'loss': 2.243315052986145, 'learning_rate': 8.29095732920628e-06, 'optimizer_steps': 331}
{'avg_chunks': 3.0, 'loss': 2.758387041091919, 'learning_rate': 8.29095732920628e-06, 'optimizer_steps': 331}
{'avg_chunks': 2.6, 'loss': 2.588897681236267, 'learning_rate': 8.29095732920628e-06, 'optimizer_steps': 331}
{'avg_chunks': 3.6, 'loss': 2.8893196105957033, 'learning_rate': 8.29095732920628e-06, 'optimizer_steps': 331}
{'avg_chunks': 2.2, 'loss': 2.5838389873504637, 'learning_rate': 8.255582577935e-06, 'optimizer_steps': 332}
{'avg_chunks': 2.4, 'loss': 2.396898651123047, 'learning_rate': 8.255582577935e-06, 'optimizer_steps': 332}
{'avg_chunks': 2.2, 'loss': 2.5459819793701173, 'learning_rate': 8.255582577935e-06, 'optimizer_steps': 332}
{'avg_chunks': 2.4, 'loss': 2.669207143783569, 'learning_rate': 8.22020782666372e-06, 'optimizer_steps': 333}
{'avg_chunks': 2.6, 'loss': 2.459736156463623, 'learning_rate': 8.22020782666372e-06, 'optimizer_steps': 333}
{'avg_chunks': 2.6, 'loss': 2.6585274219512938, 'learning_rate': 8.22020782666372e-06, 'optimizer_steps': 333}
{'avg_chunks': 2.4, 'loss': 2.3406783819198607, 'learning_rate': 8.18483307539244e-06, 'optimizer_steps': 334}
{'avg_chunks': 2.4, 'loss': 2.5936144828796386, 'learning_rate': 8.18483307539244e-06, 'optimizer_steps': 334}
{'avg_chunks': 3.4, 'loss': 2.5980541706085205, 'learning_rate': 8.18483307539244e-06, 'optimizer_steps': 334}
{'avg_chunks': 2.8, 'loss': 2.812895584106445, 'learning_rate': 8.14945832412116e-06, 'optimizer_steps': 335}
{'avg_chunks': 3.2, 'loss': 2.7346600532531737, 'learning_rate': 8.14945832412116e-06, 'optimizer_steps': 335}
{'avg_chunks': 2.2, 'loss': 2.6094719409942626, 'learning_rate': 8.14945832412116e-06, 'optimizer_steps': 335}
{'avg_chunks': 2.8, 'loss': 2.474683952331543, 'learning_rate': 8.114083572849879e-06, 'optimizer_steps': 336}
{'avg_chunks': 3.0, 'loss': 2.463566303253174, 'learning_rate': 8.114083572849879e-06, 'optimizer_steps': 336}
{'avg_chunks': 2.8, 'loss': 2.5324056148529053, 'learning_rate': 8.114083572849879e-06, 'optimizer_steps': 336}
{'avg_chunks': 2.6, 'loss': 2.46416974067688, 'learning_rate': 8.114083572849879e-06, 'optimizer_steps': 336}
{'avg_chunks': 3.2, 'loss': 2.552545690536499, 'learning_rate': 8.078708821578599e-06, 'optimizer_steps': 337}
{'avg_chunks': 3.0, 'loss': 2.738556957244873, 'learning_rate': 8.078708821578599e-06, 'optimizer_steps': 337}
{'avg_chunks': 3.2, 'loss': 2.406933546066284, 'learning_rate': 8.078708821578599e-06, 'optimizer_steps': 337}
{'avg_chunks': 3.4, 'loss': 2.4069215297698974, 'learning_rate': 8.043334070307319e-06, 'optimizer_steps': 338}
{'avg_chunks': 3.6, 'loss': 2.5594509124755858, 'learning_rate': 8.043334070307319e-06, 'optimizer_steps': 338}
{'avg_chunks': 2.8, 'loss': 2.480437707901001, 'learning_rate': 8.043334070307319e-06, 'optimizer_steps': 338}
{'avg_chunks': 3.6, 'loss': 2.912208652496338, 'learning_rate': 8.007959319036038e-06, 'optimizer_steps': 339}
{'avg_chunks': 3.2, 'loss': 2.186738061904907, 'learning_rate': 8.007959319036038e-06, 'optimizer_steps': 339}
{'avg_chunks': 2.6, 'loss': 2.5480175495147703, 'learning_rate': 8.007959319036038e-06, 'optimizer_steps': 339}
{'avg_chunks': 2.4, 'loss': 2.5135173320770265, 'learning_rate': 7.972584567764758e-06, 'optimizer_steps': 340}
{'avg_chunks': 3.0, 'loss': 2.5211645364761353, 'learning_rate': 7.972584567764758e-06, 'optimizer_steps': 340}
{'avg_chunks': 2.2, 'loss': 2.3300007820129394, 'learning_rate': 7.972584567764758e-06, 'optimizer_steps': 340}
{'avg_chunks': 3.4, 'loss': 2.7907385349273683, 'learning_rate': 7.937209816493478e-06, 'optimizer_steps': 341}
{'avg_chunks': 2.8, 'loss': 2.659137487411499, 'learning_rate': 7.937209816493478e-06, 'optimizer_steps': 341}
{'avg_chunks': 3.2, 'loss': 2.947226095199585, 'learning_rate': 7.937209816493478e-06, 'optimizer_steps': 341}
{'avg_chunks': 3.0, 'loss': 2.5786425113677978, 'learning_rate': 7.937209816493478e-06, 'optimizer_steps': 341}
{'avg_chunks': 3.4, 'loss': 2.948114252090454, 'learning_rate': 7.901835065222198e-06, 'optimizer_steps': 342}
{'avg_chunks': 3.8, 'loss': 2.664044952392578, 'learning_rate': 7.901835065222198e-06, 'optimizer_steps': 342}
{'avg_chunks': 2.8, 'loss': 3.091218948364258, 'learning_rate': 7.901835065222198e-06, 'optimizer_steps': 342}
{'avg_chunks': 3.2, 'loss': 2.504693627357483, 'learning_rate': 7.866460313950918e-06, 'optimizer_steps': 343}
{'avg_chunks': 2.4, 'loss': 2.228608322143555, 'learning_rate': 7.866460313950918e-06, 'optimizer_steps': 343}
{'avg_chunks': 3.4, 'loss': 2.7757238864898683, 'learning_rate': 7.866460313950918e-06, 'optimizer_steps': 343}
{'avg_chunks': 3.4, 'loss': 2.6775036811828614, 'learning_rate': 7.831085562679637e-06, 'optimizer_steps': 344}
{'avg_chunks': 2.4, 'loss': 2.341447687149048, 'learning_rate': 7.831085562679637e-06, 'optimizer_steps': 344}
{'avg_chunks': 2.4, 'loss': 2.5264241218566896, 'learning_rate': 7.831085562679637e-06, 'optimizer_steps': 344}
{'avg_chunks': 2.6, 'loss': 2.841069459915161, 'learning_rate': 7.795710811408357e-06, 'optimizer_steps': 345}
{'avg_chunks': 3.0, 'loss': 2.8481335639953613, 'learning_rate': 7.795710811408357e-06, 'optimizer_steps': 345}
{'avg_chunks': 3.4, 'loss': 2.915227270126343, 'learning_rate': 7.795710811408357e-06, 'optimizer_steps': 345}
{'avg_chunks': 2.8, 'loss': 2.784606599807739, 'learning_rate': 7.760336060137079e-06, 'optimizer_steps': 346}
{'avg_chunks': 3.0, 'loss': 2.572519564628601, 'learning_rate': 7.760336060137079e-06, 'optimizer_steps': 346}
{'avg_chunks': 3.4, 'loss': 2.908506679534912, 'learning_rate': 7.760336060137079e-06, 'optimizer_steps': 346}
{'avg_chunks': 2.4, 'loss': 2.9656596183776855, 'learning_rate': 7.760336060137079e-06, 'optimizer_steps': 346}
{'avg_chunks': 3.6, 'loss': 2.9765854358673094, 'learning_rate': 7.724961308865799e-06, 'optimizer_steps': 347}
{'avg_chunks': 2.8, 'loss': 2.8184771060943605, 'learning_rate': 7.724961308865799e-06, 'optimizer_steps': 347}
{'avg_chunks': 3.0, 'loss': 2.473308062553406, 'learning_rate': 7.724961308865799e-06, 'optimizer_steps': 347}
{'avg_chunks': 2.0, 'loss': 2.2948216915130617, 'learning_rate': 7.689586557594517e-06, 'optimizer_steps': 348}
{'avg_chunks': 3.4, 'loss': 2.5119520664215087, 'learning_rate': 7.689586557594517e-06, 'optimizer_steps': 348}
{'avg_chunks': 2.0, 'loss': 2.9036892890930175, 'learning_rate': 7.689586557594517e-06, 'optimizer_steps': 348}
{'avg_chunks': 4.0, 'loss': 2.324247407913208, 'learning_rate': 7.654211806323238e-06, 'optimizer_steps': 349}
{'avg_chunks': 2.8, 'loss': 2.425181174278259, 'learning_rate': 7.654211806323238e-06, 'optimizer_steps': 349}
{'avg_chunks': 2.6, 'loss': 2.771663284301758, 'learning_rate': 7.654211806323238e-06, 'optimizer_steps': 349}
{'avg_chunks': 2.2, 'loss': 2.608523654937744, 'learning_rate': 7.618837055051957e-06, 'optimizer_steps': 350}
{'avg_chunks': 4.0, 'loss': 2.462332534790039, 'learning_rate': 7.618837055051957e-06, 'optimizer_steps': 350}
{'avg_chunks': 3.6, 'loss': 2.6553932189941407, 'learning_rate': 7.618837055051957e-06, 'optimizer_steps': 350}
{'avg_chunks': 3.0, 'loss': 2.202258491516113, 'learning_rate': 7.583462303780678e-06, 'optimizer_steps': 351}
{'avg_chunks': 2.4, 'loss': 2.3415847778320313, 'learning_rate': 7.583462303780678e-06, 'optimizer_steps': 351}
{'avg_chunks': 2.8, 'loss': 2.366256046295166, 'learning_rate': 7.583462303780678e-06, 'optimizer_steps': 351}
{'avg_chunks': 2.2, 'loss': 2.262831711769104, 'learning_rate': 7.583462303780678e-06, 'optimizer_steps': 351}
{'avg_chunks': 3.8, 'loss': 2.715996599197388, 'learning_rate': 7.548087552509397e-06, 'optimizer_steps': 352}
